chunk_id,priority,category,article,title,source,src_title,page_content
민법(법률)(제20432호)(20260101)_022,4,['계약해지_명도'],제637조(임차인의 파산과 해지통고),"임차인이 파산하면 임대인이나 파산관재인은 계약을 해지할 수 있으며, 이로 인한 손해 배상 청구는 불가능하다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"①임차인이 파산선고를 받은 경우에는 임대차기간의 약정이 있는 때에도 임대인 또는 파산관재인은 제635조의 규정에 의하여 계약해지의 통고를 할 수 있다.

②전항의 경우에 각 당사자는 상대방에 대하여 계약해지로 인하여 생긴 손해의 배상을 청구하지 못한다."
민법(법률)(제20432호)(20260101)_023,4,['계약해지_명도'],제638조(해지통고의 전차인에 대한 통지),"임대차 계약이 해지될 때, 적법하게 전대된 물건의 경우 임대인은 전차인에게 해지 사실을 알리지 않으면 전차인을 계약상 불리하게 대항할 수 없다. 전차인에게는 기존 계약 조건이 적용된다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"①임대차계약이 해지의 통고로 인하여 종료된 경우에 그 임대물이 적법하게 전대되었을 때에는 임대인은 전차인에 대하여 그 사유를 통지하지 아니하면 해지로써 전차인에게 대항하지 못한다.

②전차인이 전항의 통지를 받은 때에는 제635조제2항의 규정을 준용한다."
민법(법률)(제20432호)(20260101)_024,4,['기타'],제639조(묵시의 갱신),"임대차 계약이 만료된 후 임차인이 계속해서 물건을 사용하고 수익을 얻으면, 임대인이 일정 기간 내에 이의를 제기하지 않으면 계약이 자동으로 연장된 것으로 간주된다. 하지만 임차인이나 임대인은 계약 해지 통지를 통해 계약을 종료할 수 있다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"①임대차기간이 만료한 후 임차인이 임차물의 사용, 수익을 계속하는 경우에 임대인이 상당한 기간내에 이의를 하지 아니한 때에는 전임대차와 동일한 조건으로 다시 임대차한 것으로 본다. 그러나 당사자는 제635조의 규정에 의하여 해지의 통고를 할 수 있다.

②전항의 경우에 전임대차에 대하여 제삼자가 제공한 담보는 기간의 만료로 인하여 소멸한다."
민법(법률)(제20432호)(20260101)_025,4,['임대료_증감'],제640조(차임연체와 해지),임대인은 임차인이 두 번의 차임을 연속해서 지불하지 않으면 계약을 해지할 수 있습니다.,민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),건물 기타 공작물의 임대차에는 임차인의 차임연체액이 2기의 차임액에 달하는 때에는 임대인은 계약을 해지할 수 있다.
민법(법률)(제20432호)(20260101)_026,4,['기타'],제641조(동전),건물 임대나 토지 임대 계약에서도 이전 규정들이 적용된다.,민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"건물 기타 공작물의 소유 또는 식목, 채염, 목축을 목적으로 한 토지임대차의 경우에도 전조의 규정을 준용한다."
민법(법률)(제20432호)(20260101)_027,4,['계약해지_명도'],제642조(토지임대차의 해지와 지상건물 등에 대한 담보물권자에의 통지),"지상 건물이 임대차 계약 해지 시 담보물권에 포함되면, 관련 규정은 제288조를 따르게 됩니다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),전조의 경우에 그 지상에 있는 건물 기타 공작물이 담보물권의 목적이 된 때에는 제288조의 규정을 준용한다.
민법(법률)(제20432호)(20260101)_028,4,['계약갱신'],"제643조(임차인의 갱신청구권, 매수청구권)",임대차 계약 기간이 끝난 후에도 건물이나 수목이 남아 있으면 임차인은 계약을 계속할 수 있는 갱신청구권과 해당 부동산을 다른 사람에게 팔 수 있는 매수청구권을 행사할 수 있습니다.,민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"건물 기타 공작물의 소유 또는 식목, 채염, 목축을 목적으로 한 토지임대차의 기간이 만료한 경우에 건물, 수목 기타 지상시설이 현존한 때에는 제283조의 규정을 준용한다."
민법(법률)(제20432호)(20260101)_029,4,['기타'],"제644조(전차인의 임대청구권, 매수청구권)","토지 임차인이 건물이나 수목 등을 유지하며 적법하게 토지를 임대한 후, 임대차 기간이 끝나도 해당 시설이 남아 있다면, 임차인은 원래와 같은 조건으로 토지를 다시 임대받을 권리가 있습니다. 만약 임대인이 동의하지 않으면, 이전 조항에 따라 추가 조치를 취할 수 있습니다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"①건물 기타 공작물의 소유 또는 식목, 채염, 목축을 목적으로 한 토지임차인이 적법하게 그 토지를 전대한 경우에 임대차 및 전대차의 기간이 동시에 만료되고 건물, 수목 기타 지상시설이 현존한 때에는 전차인은 임대인에 대하여 전전대차와 동일한 조건으로 임대할 것을 청구할 수 있다.

②전항의 경우에 임대인이 임대할 것을 원하지 아니하는 때에는 제283조제2항의 규정을 준용한다."
민법(법률)(제20432호)(20260101)_030,4,['기타'],"제645조(지상권목적토지의 임차인의 임대청구권, 매수청구권)","지상권자가 토지를 임대한 경우, 임차인은 임대 조건을 유지하거나 토지를 구매할 권리를 갖게 됩니다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),전조의 규정은 지상권자가 그 토지를 임대한 경우에 준용한다.
민법(법률)(제20432호)(20260101)_031,4,['기타'],제646조(임차인의 부속물매수청구권),"임차인은 임대차 기간 동안 건물에 부속한 물건을 사용 편의상 설치했다면, 계약 종료 후 임대인에게 해당 물건을 구매할 권리가 있습니다. 이 권리는 임대인이 물건을 구매하더라도 임차인에게도 적용됩니다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"①건물 기타 공작물의 임차인이 그 사용의 편익을 위하여 임대인의 동의를 얻어 이에 부속한 물건이 있는 때에는 임대차의 종료시에 임대인에 대하여 그 부속물의 매수를 청구할 수 있다.

②임대인으로부터 매수한 부속물에 대하여도 전항과 같다."
민법(법률)(제20432호)(20260101)_032,4,['기타'],제647조(전차인의 부속물매수청구권),전차인은 임차인이 건물 등을 적법하게 전대할 때 사용 편의를 위해 부속한 물건을 전대 종료 후 임대인에게 구매 청구할 권리가 있다. 임대인의 동의 없이 임차인이 구매한 부속물도 이 권리에 포함된다.,민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"①건물 기타 공작물의 임차인이 적법하게 전대한 경우에 전차인이 그 사용의 편익을 위하여 임대인의 동의를 얻어 이에 부속한 물건이 있는 때에는 전대차의 종료시에 임대인에 대하여 그 부속물의 매수를 청구할 수 있다.

②임대인으로부터 매수하였거나 그 동의를 얻어 임차인으로부터 매수한 부속물에 대하여도 전항과 같다."
민법(법률)(제20432호)(20260101)_033,4,"['손해배상_책임', '권리_정보리스크']","제648조(임차지의 부속물, 과실 등에 대한 법정질권)","임대차 계약에서 임차인이 소유한 부속물이나 토지에서 얻는 과실을 임대인이 압류할 경우, 그 효력은 임대차 채권과 동등하게 인정된다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),토지임대인이 임대차에 관한 채권에 의하여 임차지에 부속 또는 그 사용의 편익에 공용한 임차인의 소유동산 및 그 토지의 과실을 압류한 때에는 질권과 동일한 효력이 있다.
민법(법률)(제20432호)(20260101)_034,4,"['권리_정보리스크', '임대료_증감', '계약갱신']",제649조(임차지상의 건물에 대한 법정저당권),"임대인이 임차인이 지불해야 할 마지막 2년치 임대료를 받지 못한 상태에서 임차인 소유 건물을 압류하면, 그 효력이 저당권과 동등하게 인정된다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),토지임대인이 변제기를 경과한 최후 2년의 차임채권에 의하여 그 지상에 있는 임차인소유의 건물을 압류한 때에는 저당권과 동일한 효력이 있다.
민법(법률)(제20432호)(20260101)_035,4,['권리_정보리스크'],제650조(임차건물등의 부속물에 대한 법정질권),"임대인이 임차인 소유의 부속 동산을 압류할 경우, 그 효력은 임차인의 채권과 동일하게 인정되어 임대인이 해당 동산을 직접 처분할 수 있습니다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),건물 기타 공작물의 임대인이 임대차에 관한 채권에 의하여 그 건물 기타 공작물에 부속한 임차인소유의 동산을 압류한 때에는 질권과 동일한 효력이 있다.
민법(법률)(제20432호)(20260101)_036,4,"['특약_유효성', '손해배상_책임']",제652조(강행규정),"임대차 계약에서 특정 조항이 다른 관련 조항들과 충돌하면 그 조항은 무효가 됩니다. 즉, 임차인이나 임차인의 대리인에게 불리한 약정은 법적으로 인정되지 않습니다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"제627조, 제628조, 제631조, 제635조, 제638조, 제640조, 제641조, 제643조 내지 제647조의 규정에 위반하는 약정으로 임차인이나 전차인에게 불리한 것은 그 효력이 없다."
민법(법률)(제20432호)(20260101)_037,4,['기타'],제653조(일시사용을 위한 임대차의 특례),일시적으로 사용하기 위한 임대차나 전대차 계약은 특별한 규정이 적용되지 않아 일반 임대차 규정에서 제외됩니다.,민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"제628조, 제638조, 제640조, 제646조 내지 제648조, 제650조 및 전조의 규정은 일시사용하기 위한 임대차 또는 전대차인 것이 명백한 경우에는 적용하지 아니한다."
민법(법률)(제20432호)(20260101)_038,4,['기타'],제654조(준용규정),임대차 계약에서 제610조부터 제617조까지의 규정이 적용됩니다. 이는 임대차 관련 주요 조항들이 해당 계약에도 그대로 적용된다는 의미입니다.,민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"제610조제1항, 제615조 내지 제617조의 규정은 임대차에 이를 준용한다."
민법(법률)(제20432호)(20260101)_039,4,['손해배상_책임'],제750조(불법행위의 내용),"고의나 실수로 타인을 해치거나 손해를 끼쳤다면, 그 사람은 그 손해를 배상해야 합니다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"고의 또는 과실로 인한 위법행위로 타인에게 손해를 가한 자는 그 손해를 배상할 책임이 있다.







부칙 <제20432호,2024. 9. 20.>"
민법(법률)(제20432호)(20260101)_040,4,['기타'],제1조(시행일),"이 법은 2025년 1월 31일부터 대부분의 조항이 적용되지만, 특정 조항들은 2026년 1월 1일부터 시행됩니다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"이 법은 2025년 1월 31일부터 시행한다. 다만, 제1004조의2의 개정규정 및 부칙 제4조는 2026년 1월 1일부터 시행한다."
민법(법률)(제20432호)(20260101)_041,4,['임차권_승계'],제2조(상속권 상실 선고에 관한 적용례),"2024년 4월 25일 이후 상속이 시작되면, 이전에 상속 관련 규정 위반 행위가 있었던 경우에도 그에 따른 상속권 상실이 적용됩니다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),제1004조의2의 개정규정은 2024년 4월 25일 이후 상속이 개시되는 경우로서 같은 개정규정 시행 전에 같은 조 제1항 또는 제3항 각 호에 해당하는 행위가 있었던 경우에 대해서도 적용한다.
민법(법률)(제20432호)(20260101)_042,4,['임차권_승계'],제3조(상속권 상실 선고에 관한 특례),"2026년 1월 1일 이전 상속이 시작된 경우, 상속 개시 전 공동상속인이 특정 사유로 인해 상속권을 상실하게 된 경우, 그 공동상속인은 개정 규정 시행 후 6개월 이내에 상속권 상실을 청구할 수 있다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),2024년 4월 25일 이후 제1004조의2의 개정규정의 시행일인 2026년 1월 1일 전에 상속이 개시된 경우로서 제1004조의2제3항 각 호의 사유가 있는 사람이 상속인이 되었음을 같은 개정규정 시행 전에 안 공동상속인은 같은 조 제3항 각 호 외의 부분에도 불구하고 같은 개정규정 시행일부터 6개월 이내에 상속권 상실 청구를 할 수 있다. 같은 조 제4항에 따라 상속인이 될 사람 또한 같다.
민법(법률)(제20432호)(20260101)_043,4,['분쟁해결'],제4조(다른 법률의 개정),가사소송법 일부를 다음과 같이 개정한다.,민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),가사소송법 일부를 다음과 같이 개정한다.
민법(법률)(제20432호)(20260101)_044,4,['임차권_승계'],제2조,상속인이 상속권 상실 선고를 받으면 그 권리를 더 이상 행사할 수 없게 됩니다.,민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"제1항제1호나목에 15)를 다음과 같이 신설한다.

15) 상속권 상실 선고"
민법(법률)(제20432호)(20260101)_045,4,['임차권_승계'],제2조,상속재산을 지키고 관리하기 위한 처분 권한을 부여합니다.,민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"제1항제2호가목에 29)를 다음과 같이 신설한다.

29) 「민법」 제1004조의2제7항에 따른 상속재산의 보존 및 관리를 위한 처분



법제처



 

국가법령정보센터"
