chunk_id,priority,category,article,title,source,src_title,page_content
민법(법률)(제20432호)(20260101)_010,4,"['권리_정보리스크', '손해배상_책임']",제360조(피담보채권의 범위),"저당권은 대출 원금, 이자, 위약금, 그리고 채무 불이행으로 인한 손해배상까지 담보하지만, 지연배상은 원금의 이행 기한을 지난 후 최대 1년분까지만 행사할 수 있습니다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"저당권은 원본, 이자, 위약금, 채무불이행으로 인한 손해배상 및 저당권의 실행비용을 담보한다. 그러나 지연배상에 대하여는 원본의 이행기일을 경과한 후의 1년분에 한하여 저당권을 행사할 수 있다."
민법(법률)(제20432호)(20260101)_011,4,['권리_정보리스크'],제361조(저당권의 처분제한),"저당권은 담보한 채권과 함께 다른 사람에게 양도할 수 없으며, 다른 채권의 담보로도 사용할 수 없습니다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),저당권은 그 담보한 채권과 분리하여 타인에게 양도하거나 다른 채권의 담보로 하지 못한다.
민법(법률)(제20432호)(20260101)_012,4,"['권리_정보리스크', '수선_원상회복']",제362조(저당물의 보충),"저당물 가치가 크게 떨어진 경우, 저당권자는 저당권 설정자에게 원래 상태로의 회복이나 추가 담보를 요구할 수 있습니다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),저당권설정자의 책임있는 사유로 인하여 저당물의 가액이 현저히 감소된 때에는 저당권자는 저당권설정자에 대하여 그 원상회복 또는 상당한 담보제공을 청구할 수 있다.
민법(법률)(제20432호)(20260101)_013,4,"['분쟁해결', '권리_정보리스크']","제363조(저당권자의 경매청구권, 경매인)","저당권자는 채권을 회수하기 위해 저당물을 경매할 권리가 있으며, 경매 과정에서는 저당물을 소유한 제삼자도 경매인으로 참여할 수 있다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"①저당권자는 그 채권의 변제를 받기 위하여 저당물의 경매를 청구할 수 있다.

②저당물의 소유권을 취득한 제삼자도 경매인이 될 수 있다."
민법(법률)(제20432호)(20260101)_014,4,['권리_정보리스크'],제364조(제삼취득자의 변제),"에 따르면, 저당부동산을 소유하거나 사용권을 얻은 제삼자는 해당 부동산을 담보로 한 채무를 먼저 갚아야 하며, 그 후에 저당권이 해제될 수 있다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"저당부동산에 대하여 소유권, 지상권 또는 전세권을 취득한 제삼자는 저당권자에게 그 부동산으로 담보된 채권을 변제하고 저당권의 소멸을 청구할 수 있다."
민법(법률)(제20432호)(20260101)_015,4,"['분쟁해결', '권리_정보리스크']",제365조(저당지상의 건물에 대한 경매청구권),"토지에 저당권을 설정한 후 건물을 지은 경우, 저당권자는 토지와 함께 건물도 함께 경매할 수 있지만, 건물의 경매 대금에서 우선변제권은 없다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),토지를 목적으로 저당권을 설정한 후 그 설정자가 그 토지에 건물을 축조한 때에는 저당권자는 토지와 함께 그 건물에 대하여도 경매를 청구할 수 있다. 그러나 그 건물의 경매대가에 대하여는 우선변제를 받을 권리가 없다.
민법(법률)(제20432호)(20260101)_016,4,['분쟁해결'],제366조(법정지상권),"토지가 경매로 다른 사람에게 넘어가더라도, 건물 소유자는 토지 소유자로부터 지상권을 인정받을 수 있다. 하지만 건물 임대료는 당사자들이 합의하거나 법원이 결정한다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),저당물의 경매로 인하여 토지와 그 지상건물이 다른 소유자에 속한 경우에는 토지소유자는 건물소유자에 대하여 지상권을 설정한 것으로 본다. 그러나 지료는 당사자의 청구에 의하여 법원이 이를 정한다.
민법(법률)(제20432호)(20260101)_017,4,"['수선_원상회복', '분쟁해결']",제367조(제삼취득자의 비용상환청구권),"제삼취득자는 부동산을 유지하거나 개선하기 위해 필요한 비용을 지출하면, 경매 대금에서 먼저 그 비용을 상환받을 수 있습니다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"저당물의 제삼취득자가 그 부동산의 보존, 개량을 위하여 필요비 또는 유익비를 지출한 때에는 제203조제1항, 제2항의 규정에 의하여 저당물의 경매대가에서 우선상환을 받을 수 있다."
민법(법률)(제20432호)(20260101)_018,4,"['권리_정보리스크', '분쟁해결', '보증금_대항력']","제368조(공동저당과 대가의 배당, 차순위자의 대위)","여러 부동산에 동일한 채권을 담보로 저당권을 설정한 경우, 경매 대금은 각 부동산의 가치에 따라 비례 배분되어 채권 분담이 결정됩니다. 일부 부동산의 경매 대금을 먼저 받은 경우, 차순위 저당권자는 남은 대금으로 선순위 저당권자의 채권을 대위하여 변제받을 수 있습니다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"①동일한 채권의 담보로 수개의 부동산에 저당권을 설정한 경우에 그 부동산의 경매대가를 동시에 배당하는 때에는 각부동산의 경매대가에 비례하여 그 채권의 분담을 정한다.

②전항의 저당부동산중 일부의 경매대가를 먼저 배당하는 경우에는 그 대가에서 그 채권전부의 변제를 받을 수 있다. 이 경우에 그 경매한 부동산의 차순위저당권자는 선순위저당권자가 전항의 규정에 의하여 다른 부동산의 경매대가에서 변제를 받을 수 있는 금액의 한도에서 선순위자를 대위하여 저당권을 행사할 수 있다."
민법(법률)(제20432호)(20260101)_019,4,['권리_정보리스크'],제369조(부종성),저당권이 소멸 사유로 인해 효력이 없어지면 그에 따른 저당권도 함께 소멸된다.,민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),저당권으로 담보한 채권이 시효의 완성 기타 사유로 인하여 소멸한 때에는 저당권도 소멸한다.
민법(법률)(제20432호)(20260101)_020,4,['권리_정보리스크'],제370조(준용규정),"이 조항은 저당권 관련 규정들이 다른 특정 조항들(제214조부터 제342조까지)의 내용을 적용하도록 준용한다는 것을 의미합니다. 즉, 해당 저당권 관련 조항들의 효력이 다른 관련 조항들과 함께 인정된다는 뜻입니다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"제214조, 제321조, 제333조, 제340조, 제341조 및 제342조의 규정은 저당권에 준용한다.



제3편 채권



제1장 총칙



제2절 채권의 효력"
민법(법률)(제20432호)(20260101)_021,4,['손해배상_책임'],제393조(손해배상의 범위),"채무 불이행으로 인한 손해배상은 일반적인 손해액 내에서 이루어지며, 채무자가 특별한 상황을 알았거나 알 수 있었을 때 그에 따른 추가 손해도 배상 책임이 있습니다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"①채무불이행으로 인한 손해배상은 통상의 손해를 그 한도로 한다.

②특별한 사정으로 인한 손해는 채무자가 그 사정을 알았거나 알 수 있었을 때에 한하여 배상의 책임이 있다."
민법(법률)(제20432호)(20260101)_022,4,"['손해배상_책임', '임대료_증감']",제398조(배상액의 예정),"채무 이행 시 당사자는 손해배상액을 미리 정해둘 수 있지만, 법원은 그 금액이 지나치게 높다면 조정할 수 있습니다. 예정된 손해배상액은 계약 이행이나 해제에 영향을 주지 않습니다. 또한, 금전 외의 손해 배상 충당도 예정액으로 간주됩니다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"①당사자는 채무불이행에 관한 손해배상액을 예정할 수 있다.

②손해배상의 예정액이 부당히 과다한 경우에는 법원은 적당히 감액할 수 있다.

③손해배상액의 예정은 이행의 청구나 계약의 해제에 영향을 미치지 아니한다.

④위약금의 약정은 손해배상액의 예정으로 추정한다.

⑤당사자가 금전이 아닌 것으로써 손해의 배상에 충당할 것을 예정한 경우에도 전4항의 규정을 준용한다.



제4절 채권의 양도"
민법(법률)(제20432호)(20260101)_023,4,"['보증금_대항력', '계약해지_명도']",제450조(지명채권양도의 대항요건),"지명채권을 양도하려면 채무자에게 반드시 통지해야 하며, 이 통지는 확정일자가 있는 서면으로 해야 채무자나 다른 제3자에게 대항할 수 있다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"①지명채권의 양도는 양도인이 채무자에게 통지하거나 채무자가 승낙하지 아니하면 채무자 기타 제삼자에게 대항하지 못한다.

②전항의 통지나 승낙은 확정일자있는 증서에 의하지 아니하면 채무자 이외의 제삼자에게 대항하지 못한다.



제2장 계약



제6절 사용대차"
민법(법률)(제20432호)(20260101)_024,4,['기타'],제756조(사용자의 배상책임),"사용자가 다른 사람을 고용하여 사무를 맡기면, 그 사무 과정에서 발생한 제3자에게 인한 손해에 대해 책임을 지게 됩니다. 하지만 사용자가 충분한 주의를 기울였거나 주의를 기울였음에도 불구하고 손해가 발생한 경우에는 책임이 면제됩니다.",민법(법률)(제20432호)(20260101).docx,민법(법률)(제20432호)(20260101),"①타인을 사용하여 어느 사무에 종사하게 한 자는 피용자가 그 사무집행에 관하여 제삼자에게 가한 손해를 배상할 책임이 있다. 그러나 사용자가 피용자의 선임 및 그 사무감독에 상당한 주의를 한 때 또는 상당한 주의를 하여도 손해가 있을 경우에는 그러하지 아니하다.

②사용자에 갈음하여 그 사무를 감독하는 자도 전항의 책임이 있다.<개정 2014. 12. 30.>

③전2항의 경우에 사용자 또는 감독자는 피용자에 대하여 구상권을 행사할 수 있다.

법제처



 

국가법령정보센터"
