chunk_id,title,case_no,section,category,page_content,source,priority,src_title
PREC_2000다24184_002, - 판결요지,2000다24184,판결요지,"분쟁해결, 보증금_대항력, 특약_유효성","【판결요지】

[1] 임대차는 임차인으로 하여금 목적물을 사용·수익하게 하는 것이 계약의 기본 내용이므로, 채권자가 주택임대차보호법상의 대항력을 취득하는 방법으로 기존 채권을 우선변제 받을 목적으로 주택임대차계약의 형식을 빌려 기존 채권을 임대차보증금으로 하기로 하고 주택의 인도와 주민등록을 마침으로써 주택임대차로서의 대항력을 취득한 것처럼 외관을 만들었을 뿐 실제 주택을 주거용으로 사용·수익할 목적을 갖지 아니 한 계약은 주택임대차계약으로서는 통정허위표시에 해당되어 무효라고 할 것이므로 이에 주택임대차보호법이 정하고 있는 대항력을 부여할 수는 없다.

[2] 미완성의 건물이라도 사회통념상 독립한 건물이라고 볼 수 있는 형태와 구조를 갖추고 있는 건물의 경우에는 그 당시의 건축주가 건물을 타에 매도한 후 건축주 명의변경절차를 마쳤다 하더라도 원래의 건축주가 건물을 원시취득한다.



【참조조문】

[1] 민법 제108조, 제618조, 주택임대차보호법 제3조 /

[2] 민법 제99조



【참조판례】

[1] 대법원 2001. 5. 8. 선고 2001다14733 판결(공2001하, 1362), 대법원 2002. 1. 8. 선고 2001다47535 판결(2002상, 448) /

[2] 대법원 1984. 6. 26. 선고 83다카1659 판결(공1984, 1280), 대법원 1993. 4. 23. 선고 93다1527, 1534 판결(공1993상, 1534), 대법원 1997. 5. 9. 선고 96다54867 판결(공1997상, 1727), 대법원 1998. 9. 22. 선고 98다26194 판결(공1998하, 2566)","판례_2000다24184, 24191.docx",9,판례
PREC_2000다24184_003, - 전문,2000다24184,전문,분쟁해결,"【전문】

【원고(반소피고), 상고인】 원고 1 외 1인 (소송대리인 변호사 안용득)



【피고(반소원고), 피상고인】 피고 1 외 1인 (소송대리인 변호사 김상원 외 1인)



【원심판결】 서울고법 2000. 4. 25. 선고 99나58909, 58916 판결","판례_2000다24184, 24191.docx",9,판례
PREC_2000다24184_004, - 주문,2000다24184,주문,분쟁해결,"【주 문】

원심판결 중 반소청구에 관한 부분을 모두 파기하고, 이 부분 사건을 서울고등법원에 환송한다. 원고(반소피고)들의 나머지 상고를 기각한다.","판례_2000다24184, 24191.docx",9,판례
PREC_2000다24184_005, - 이유_p1,2000다24184,이유_p1,"보증금_대항력, 특약_유효성, 계약해지_명도, 손해배상_책임, 분쟁해결","【이 유】 상고이유를 본다.



 1. 본소청구에 관한 부분에 대하여

임대차는 임차인으로 하여금 목적물을 사용·수익하게 하는 것이 계약의 기본 내용이므로(민법 제618조 참조), 채권자가 주택임대차보호법상의 대항력을 취득하는 방법으로 기존 채권을 우선변제 받을 목적으로 주택임대차계약의 형식을 빌려 기존 채권을 임대차보증금으로 하기로 하고 주택의 인도와 주민등록을 마침으로써 주택임대차로서의 대항력을 취득한 것처럼 외관을 만들었을 뿐 실제 주택을 주거용으로 사용·수익할 목적을 갖지 아니한 계약은 주택임대차계약으로서는 통정허위표시에 해당되어 무효라고 할 것이다.

 원심은, 원고(반소피고, 이하 '원고'라고 한다)들이 주택임대차보호법 소정의 대항력 있는 임차인임을 전제로 임차주택의 양수인인 피고(반소원고, 이하 '피고'라고 한다)들에게 임차주택의 명도와 동시에 임차보증금의 반환을 구하는 이 사건 본소청구에 대하여 그 채용 증거에 의하여 원고 1은 소외 1을 대리한 소외 2와 사이에 1997. 8. 14. 위 소외 1이 건축주로 되어 있는 그 판시 미등기의 다가구용 단독주택(이하 '이 사건 건물'이라고 한다)의 3층 119.70㎡를 임차보증금 100,000,000원, 임차기간 1997. 8. 18.부터 12개월로 정하여 임차하기로 하는 임대차계약과, 원고 2의 승낙하에 그녀의 명의로 건물 1층 4가구 합계 142.05㎡를 임차보증금 180,000,000원, 임차기간은 정함이 없이 임차하기로 하는 임대차계약을 각 체결하면서, 위 임차보증금 합계 금 280,000,000원은 원고 1의 위 소외 2에 대한 종래의 대여금 채권으로 대체하기로 약정한 사실, 원고들은 1997. 8. 16. 이 사건 건물로 그 주민등록 전입신고를 각 마치고, 원고 1은 같은 달 18.경 위 소외 2로부터 이 사건 건물 3층과 1층 4가구의 열쇠를 건네받아 원고 1이 이 사건 건물의 3층을, 원고 2가 그 1층을 각 점유하고 있는 사실, 피고들은 1997. 8.경 이 사건 건물 및 그 대지를 위 소외 1로부터 매수하여 같은 해 9. 5. 대지에 관한 소유권이전등기를 경료받고, 같은 달 9. 미완공인 이 사건 건물에 대한 건축주 명의를 위 소외 1로부터 피고들 공동 명의로 변경하는 절차를 마친 사실을 인정한 후, 원고들이 위 임대차계약으로 주택임대차보호법 제3조 제2항에서 말하는 임대주택의 양수인인 피고들에게 대항할 수 있는지 여부에 관하여 그 판시와 같은 원고 1과 소외 2의 채권채무관계, 위 원고가 이 사건 임대차계약을 체결한 동기 및 경위, 당시 이 사건 건물의 공사현황 및 원고들의 점유 실태, 피고들이 이 사건 건물을 매수할 당시의 정황, 특히 원고 1 부부의 직업, 직장, 사회경제적 신분 등에 비추어볼 때, 원고들이 이 사건 임대차계약을 체결하고 이를 인도받은 목적은 단지 주택임대차보호법에 따라 대항력을 취득하는 방법으로 원고 1의 위 소외 2에 대한 채권을 담보하기 위하여 외견상 주택임대차보호법에서 정한 임대차계약의 체결과 주택의 인도라는 형식만을 갖추기 위한 데 있을뿐 실제로 주택의 사용·수익을 위한 것이 아니므로, 그러한 원고들에게 위 법 소정의 대항력을 부여하여 보호할 가치가 없다는 이유로 청구를 배척하였다.

 관련 증거 및 기록에 비추어 살펴보면 원심의 위와 같은 인정은 정당하고, 원심 인정의 사실관계에 의하면 이 사건 주택임대차계약은 주택을 주거용으로 사용·수익하기 위한 것이 아니라 기존 채권을 우선변제 받을 목적으로 주택임대차계약의 형식을 빌려 기존 채권을 임대차보증금으로 하기로 하고 주택의 인도와 주민등록을 마침으로써 주택임대차보호법 소정의 대항력을 취득한 것처럼 외관을 만들기 위하여 체결된 것이라 할 것이므로, 이는 주택임대차계약으로서는 통정허위표시에 해당되어 무효라고 할 것이어서 이에 주택임대차보호법이 정하고 있는 대항력을 부여할 수는 없다고 할 것인바, 같은 취지의 원심의 판단은 정당하고, 원심판결에 채증법칙에 위반하여 사실을 오인하거나 대항력 있는 주택임차권의 범위 및 효력에 관한 법리를 오해하는 등의 위법이 있다고","판례_2000다24184, 24191.docx",9,판례
PREC_2000다24184_006, - 이유_p2,2000다24184,이유_p2,"계약해지_명도, 분쟁해결, 보증금_대항력, 임대료_증감","할 수 없다. 이 부분 상고이유는 받아들일 수 없다.

 2. 반소청구에 관한 부분에 대하여

 원심은, 피고들이 이 사건 건물의 소유자임을 전제로 원고들에게 그 점유 부분의 명도를 구하는 이 사건 반소청구에 대하여 피고들이 1997. 8.경 이 사건 건물을 건축주인 소외 1로부터 매수하여 1997. 9. 9. 그 공동 명의로 건축주명의변경절차를 마침으로써 이 사건 건물의 소유자가 되었다는 이유로 이를 인용하였다.

 그러나 원심의 이 부분 판단은 그대로 수긍할 수 없다.

미완성의 건물이라도 사회통념상 독립한 건물이라고 볼 수 있는 형태와 구조를 갖추고 있는 건물의 경우에는 그 당시의 건축주가 건물을 타에 매도한 후 건축주 명의변경절차를 마쳤다 하더라도 원래의 건축주가 건물을 원시취득한다고 할 것인바(대법원 1997. 5. 9. 선고 96다54867 판결, 1998. 9. 22. 선고 98다26194 판결 등 참조), 원심이 적법하게 인정한 바에 의하면, 피고들이 원래의 건축주인 소외 1로부터 이 사건 건물을 매수한 1997. 8.경에는 이 사건 건물의 바닥마감공사, 씽크대, 수도설비, 양쪽 베란다 새시, 도배 등 공사가 미처 마무리되지 아니한 상태이기는 하나 전체 공정의 95% 가량이 마쳐진 상태였다는 것이고, 기록에 의하면 그 당시 이 사건 건물은 골조, 벽, 지붕, 창호공사 등이 모두 마무리되어 있었음을 알 수 있으므로, 이 사건 건물은 1997. 8.경 사회통념상 독립한 건물이라고 볼 수 있는 형태와 구조를 갖추고 있었다고 할 것이다.

 그렇다면 위 소외 1이 1997. 8.경 이 사건 건물을 피고들에게 매도한 후 1997. 9. 9. 건축주 명의를 변경하여 주었다 하더라도 원래의 건축주인 소외 1(이 사건에서는 건축관계의 실질에 따라 그 아버지인 소외 2에게 소유권이 있다고 볼 여지도 충분히 있다.)가 이 사건 건물을 원시취득하였다 할 것이어서, 이 사건 건물을 매수한 피고들로서는 소외 1 또는 소외 2로부터 이 사건 건물에 관하여 소유권이전등기를 경료받지 아니하는 한 이 사건 건물의 소유권을 취득할 수 없음은 민법 제186조의 규정상 당연하다.

 그럼에도 불구하고, 원심이 사회통념상 독립한 건물이라고 볼 수 있는 이 사건 건물에 관하여 피고들이 건축주 명의변경절차를 마친 것만으로 소유권을 취득하였다고 보았으니, 원심에는 건물에 관한 원시취득의 법리와 부동산 물권변동요건으로서의 등기, 미등기 건물의 건축주 명의변경의 효력에 관한 법리를 오해함으로써 판결에 영향을 미친 위법이 있다고 할 것이다(피고들은, 가사 소외 1이 이 사건 건물을 원시취득하였다고 하더라도 피고들의 이 사건 건물에 대한 명도청구는 원시취득자인 소외 1을 대위하는 취지가 포함되었으므로 원심의 위와 같은 잘못은 판결에 영향을 미치지 않는다고 주장하나, 피고들은 이 사건 건물이 피고들의 소유임을 전제로 하여 원고들에게 명도를 구하였을 뿐이므로 거기에 소외 1을 대위하여 명도를 구하는 취지가 포함되었다고 볼 수 없고, 가사 그와 같은 취지가 포함된 것으로 볼 수 있다고 하더라도 원고들의 이 사건 건물 중 일부에 대한 점유는 앞서 본 바와 같이 채권담보를 위한 것인데, 기록에 의하면 그와 같은 담보 목적이 소멸되었다고 보이지 아니하므로 소외 1로서도 원고들에게 위 점유 부분의 명도를 구할 수는 없다고 할 것이어서 피고들의 위와 같은 주장은 받아들일 수 없다). 따라서 이 점을 지적하는 원고들의 상고이유의 주장은 이유 있다.

 3. 그러므로 원심판결 중 반소청구에 관한 부분을 모두 파기하고, 이 부분 사건을 다시 심리·판단하게 하기 위하여 원심법원에 환송하기로 하고, 원고들의 나머지 상고를 기각하기로 하여 관여 대법관의 일치된 의견으로 주문과 같이 판결한다.



대법관 서성(재판장) 이용우 배기원(주심) 박재윤 





법제처                                                                         국가법령정보센터","판례_2000다24184, 24191.docx",9,판례
PREC_2000다70460_000,"임대차보증금 반환 판결 요약: 대법원 2002 판결, 보증금 반환 권리 확인",2000다70460,서두,보증금_대항력,"""임대차보증금반환"" (판례, 2000다70460)

임대차보증금반환

[대법원 2002. 4. 12. 2000다70460]",판례_2000다70460.docx,9,판례
PREC_2000다70460_001, - 판시사항,2000다70460,판시사항,"권리_정보리스크, 임차권_승계","【판시사항】

[1] 주택임대차보호법 제3조 제2항에 의하여 임대인의 지위를 승계한 것으로 보게 되는 임차주택의 양수인이 되기 위한 요건

[2] 신탁법상의 신탁의 효력

[3] 임대차의 목적이 된 주택을 담보목적으로 신탁법에 따라 신탁한 경우에도 수탁자는 주택임대차보호법 제3조 제2항에 의하여 임대인의 지위를 승계한다고 한 사례",판례_2000다70460.docx,9,판례
PREC_2000다70460_002, - 판결요지,2000다70460,판결요지,"권리_정보리스크, 임차권_승계, 분쟁해결, 임대료_증감","【판결요지】

[1] 주택임대차보호법 제3조 제2항은 ""임차주택의 양수인(기타 임대할 권리를 승계한 자를 포함한다)은 임대인의 지위를 승계한 것으로 본다.""라고 규정하는바, 위 규정에 의하여 임대인의 지위를 승계한 것으로 보게 되는 임차주택의 양수인이 되려면 주택을 임대할 권리나 이를 수반하는 권리를 종국적·확정적으로 이전받게 되는 경우라야 한다.

[2] 신탁법상의 신탁은 위탁자가 수탁자에게 특정의 재산권을 이전하거나 기타의 처분을 하여 수탁자로 하여금 신탁 목적을 위하여 그 재산권을 관리·처분하게 하는 것이므로(신탁법 제1조 제2항), 부동산의 신탁에 있어서 수탁자 앞으로 소유권이전등기를 마치게 되면 대내외적으로 소유권이 수탁자에게 완전히 이전되고, 위탁자와의 내부관계에 있어서 소유권이 위탁자에게 유보되어 있는 것은 아니라 할 것이며, 이와 같이 신탁의 효력으로서 신탁재산의 소유권이 수탁자에게 이전되는 결과 수탁자는 대내외적으로 신탁재산에 대한 관리권을 갖는 것이고, 다만, 수탁자는 신탁의 목적 범위 내에서 신탁계약에 정하여진 바에 따라 신탁재산을 관리하여야 하는 제한을 부담함에 불과하다.

[3] 임대차의 목적이 된 주택을 담보목적으로 신탁법에 따라 신탁한 경우에도 수탁자는 주택임대차보호법 제3조 제2항에 의하여 임대인의 지위를 승계한다고 한 사례.



【참조조문】

[1] 주택임대차보호법 제3조 제2항 /

[2] 신탁법 제1조 제2항, 제3조, 부동산등기법 제123조, 제124조 /

[3] 신탁법 제1조 제2항, 제3조, 부동산등기법 제123조, 제124조



【참조판례】

[1] 대법원 1993. 11. 23. 선고 93다4083 판결(공1994상, 168) /

[2] 대법원 1991. 8. 13. 선고 91다12608 판결(공1991, 2343), 대법원 1994. 10. 14. 선고 93다62119 판결(공1994하, 2967)",판례_2000다70460.docx,9,판례
PREC_2000다70460_003, - 전문,2000다70460,전문,분쟁해결,"【전문】

【원고, 피상고인】 원고



【피고, 상고인】 대한주택보증 주식회사 (소송대리인 변호사 이재욱)



【원심판결】 전주지법 2000. 10. 25. 선고 2000나3708 판결",판례_2000다70460.docx,9,판례
PREC_2000다70460_004, - 주문,2000다70460,주문,임대료_증감,"【주 문】

 상고를 기각한다. 상고비용은 피고의 부담으로 한다.",판례_2000다70460.docx,9,판례
PREC_2000다70460_005, - 이유_p1,2000다70460,이유_p1,"권리_정보리스크, 임차권_승계, 수선_원상회복, 분쟁해결, 보증금_대항력, 임대료_증감","【이 유】주택임대차보호법 제3조 제2항은 ""임차주택의 양수인(기타 임대할 권리를 승계한 자를 포함한다.)은 임대인의 지위를 승계한 것으로 본다.""라고 규정하는바, 위 규정에 의하여 임대인의 지위를 승계한 것으로 보게 되는 임차주택의 양수인이 되려면 주택을 임대할 권리나 이를 수반하는 권리를 종국적·확정적으로 이전받게 되는 경우라야 할 것이고(대법원 1993. 11. 23. 선고 93다4083 판결 참조), 신탁법상의 신탁은 위탁자가 수탁자에게 특정의 재산권을 이전하거나 기타의 처분을 하여 수탁자로 하여금 신탁 목적을 위하여 그 재산권을 관리·처분하게 하는 것이므로(신탁법 제1조 제2항), 부동산의 신탁에 있어서 수탁자 앞으로 소유권이전등기를 마치게 되면 대내외적으로 소유권이 수탁자에게 완전히 이전되고, 위탁자와의 내부관계에 있어서 소유권이 위탁자에게 유보되어 있는 것은 아니라 할 것이다(대법원 1991. 8. 13. 선고 91다12608 판결, 1994. 10. 14. 선고 93다62119 판결 참조).



이와 같이 신탁의 효력으로서 신탁재산의 소유권이 수탁자에게 이전되는 결과 수탁자는 대내외적으로 신탁재산에 대한 관리권을 갖는 것이고, 다만, 수탁자는 신탁의 목적 범위 내에서 신탁계약에 정하여진 바에 따라 신탁재산을 관리하여야 하는 제한을 부담함에 불과하다고 할 것이다.

 원심이 적법하게 인정한 사실관계 및 원심이 채용한 을 제1호증의 2(신탁계약서)의 기재에 의하면, 원고가 주식회사 대승으로부터, 위 회사가 신축한 임대아파트 중 1세대를 임차하여 임차주택의 인도와 전입신고를 마침으로써 주택임대차보호법 제3조 제1항 소정의 대항요건을 갖춘 후, 주식회사 대승이 피고의 전신인 주택사업공제조합에게 위 아파트를 신탁법에 따라 신탁하여 신탁을 원인으로 한 소유권이전등기를 마쳤는데, 주식회사 대승과 주택사업공제조합이 체결한 신탁계약에서 신탁재산의 관리에 관하여 위탁자(주식회사 대승)가 신탁부동산을 사용·관리할 수 있다고 정하였으나(제4조 제1항) 한편, 위탁자의 경영악화 및 관리가 적정하지 못하게 된 경우를 비롯하여 수탁자가 요구할 때에는 언제나 위탁자는 수탁자에게 신탁재산의 관리를 넘겨야 하고(제4조 제1항, 제8항), 위탁자가 일정세대 이상의 임대보증금 및 월임료를 변경할 때에는 수탁자의 동의를 받아야 하고(제4조 제2항), 위탁자는 임대계약자 현황 및 변경사항을 수탁자에게 통보하도록(제4조 제3항) 약정하였으며, 위 신탁계약서는 등기신청서에 첨부되어 신탁원부로 되었음을 인정할 수 있다.

 그렇다면 주식회사 대승은 위 신탁계약서로서 기존 임대차계약상 임대인으로서의 지위를 포함하여 이 사건 임대아파트에 대한 관리권을 수탁자인 주택사업공제조합에게 이전하되, 다만 수탁자의 의사와 이익에 반하지 않는 범위에서 그 관리권의 일부를 자신이 행사하기로 약정하였다고 볼 것이며, 이와 같이 수탁자에게 이 사건 임대아파트의 관리권이 이전된 이상 피고는 주택임대차보호법 제3조 제2항에 의하여 원고와 주식회사 대승 사이의 임대차계약상 임대인의 지위를 승계하였다고 보아야 할 것이고, 위 신탁등기가 채권담보의 목적으로 이루어진 이른바 담보신탁이라거나, 실질적으로 주식회사 대승이 원고를 비롯한 아파트 임차인들에 대한 임대차계약 관련 업무를 수행하고, 주택사업공제조합이나 피고는 이에 관여하지 아니하였다 하여 이와 달리 볼 수 없다고 할 것이다.

 따라서 원심의 판단은 정당하고, 거기에 주택임대차보호법 및 신탁법에 관한 법리오해의 위법이 있다고 할 수 없으며, 다만, 원심이 위 신탁계약서상 신탁재산의 관리에 관한 조항에 대하여 판단하지 아니한 흠이 있지만, 피고가 임대차계약상 임대인의 지위를 승계하였다는 결론에 있어서 정당하므로, 판결 결과에 영향을 미친 위법이 있다고 할 수 없다.

 그러므로 상고를 기각하고, 상고비용은 패소자의 부담으로 하기로 하여, 관여 대법관의 일치된 의견으로 주문과 같이 판결한다.



대법관 손지열(재판장) 조무제 유지담(주심) 강신욱 





법제처",판례_2000다70460.docx,9,판례
PREC_2000다70460_006, - 이유_p2,2000다70460,이유_p2,기타,국가법령정보센터,판례_2000다70460.docx,9,판례
PREC_2000다8069_000,건물 명도 관련 판례 유효성 판단,2000다8069,서두,계약해지_명도,"""건물명도"" (판례, 2000다8069)

건물명도

[대법원 2000. 6. 9. 2000다8069]",판례_2000다8069.docx,9,판례
PREC_2000다8069_001, - 판시사항,2000다8069,판시사항,기타,"【판시사항】

[1] 주택임대차보호법 제3조 제1항 소정의 대항요건으로서의 주민등록의 유효 여부에 관한 판단 기준

[2] 실제 지번인 '산 53의 6'이나 등기부상 지번인 '산 53'과 일치하지 아니한 '53의 6'에 등재된 주민등록이 주택임대차보호법 제3조 제1항 소정의 대항요건으로서 유효하지 않다고 한 사례",판례_2000다8069.docx,9,판례
