id,content,law_family,law_name,law_type,article,article_title,priority,effective_date,source_file,parsed_at
912b3e87-4fb2-4621-a001-148fef66c8e3,전조의 규정은 지상권자가 그 토지를 임대한 경우에 준용한다.,주택임대차,민법,일반법,제645조,"지상권목적토지의 임차인의 임대청구권, 매수청구권",10,2026-01-02,민법(법률)(제20432호)(20260101)-간략.docx,2026-01-14T16:07:29.237241
6fe3d32e-bfdc-4cb8-b007-3d9a6004b37d,①건물 기타 공작물의 임차인이 그 사용의 편익을 위하여 임대인의 동의를 얻어 이에 부속한 물건이 있는 때에는 임대차의 종료시에 임대인에 대하여 그 부속물의 매수를 청구할 수 있다. ②임대인으로부터 매수한 부속물에 대하여도 전항과 같다.,주택임대차,민법,일반법,제646조,임차인의 부속물매수청구권,10,2026-01-02,민법(법률)(제20432호)(20260101)-간략.docx,2026-01-14T16:07:29.239206
c42f5820-ae86-4d03-b471-9267fe58d4e0,①건물 기타 공작물의 임차인이 적법하게 전대한 경우에 전차인이 그 사용의 편익을 위하여 임대인의 동의를 얻어 이에 부속한 물건이 있는 때에는 전대차의 종료시에 임대인에 대하여 그 부속물의 매수를 청구할 수 있다. ②임대인으로부터 매수하였거나 그 동의를 얻어 임차인으로부터 매수한 부속물에 대하여도 전항과 같다.,주택임대차,민법,일반법,제647조,전차인의 부속물매수청구권,10,2026-01-02,민법(법률)(제20432호)(20260101)-간략.docx,2026-01-14T16:07:29.241261
57eb86ec-5187-4d0d-a4b6-6791781683ae,토지임대인이 임대차에 관한 채권에 의하여 임차지에 부속 또는 그 사용의 편익에 공용한 임차인의 소유동산 및 그 토지의 과실을 압류한 때에는 질권과 동일한 효력이 있다.,주택임대차,민법,일반법,제648조,"임차지의 부속물, 과실 등에 대한 법정질권",10,2026-01-02,민법(법률)(제20432호)(20260101)-간략.docx,2026-01-14T16:07:29.242247
5cc4ef5e-3332-4372-bacf-4f4a7de18c2d,토지임대인이 변제기를 경과한 최후 2년의 차임채권에 의하여 그 지상에 있는 임차인소유의 건물을 압류한 때에는 저당권과 동일한 효력이 있다.,주택임대차,민법,일반법,제649조,임차지상의 건물에 대한 법정저당권,10,2026-01-02,민법(법률)(제20432호)(20260101)-간략.docx,2026-01-14T16:07:29.243253
7a7fb704-f051-41bd-9c5d-d48e8df66493,건물 기타 공작물의 임대인이 임대차에 관한 채권에 의하여 그 건물 기타 공작물에 부속한 임차인소유의 동산을 압류한 때에는 질권과 동일한 효력이 있다.,주택임대차,민법,일반법,제650조,임차건물등의 부속물에 대한 법정질권,10,2026-01-02,민법(법률)(제20432호)(20260101)-간략.docx,2026-01-14T16:07:29.243253
585937d1-2a0d-4a44-9f3d-f1aae738b5b8,삭제 <2016. 1. 6.> [2016. 1. 6. 법률 제13710호에 의하여 2013. 12. 26. 헌법재판소에서 위헌결정 된 이 조를 삭제함.],주택임대차,민법,일반법,제651조,,10,2026-01-02,민법(법률)(제20432호)(20260101)-간략.docx,2026-01-14T16:07:29.246195
93df7602-9cc8-4002-b6c0-dbe7dc547e08,"제627조, 제628조, 제631조, 제635조, 제638조, 제640조, 제641조, 제643조 내지 제647조의 규정에 위반하는 약정으로 임차인이나 전차인에게 불리한 것은 그 효력이 없다.",주택임대차,민법,일반법,제652조,강행규정,10,2026-01-02,민법(법률)(제20432호)(20260101)-간략.docx,2026-01-14T16:07:29.247234
e9be9bc0-f53b-4c95-99ac-96a2fc321b03,"제628조, 제638조, 제640조, 제646조 내지 제648조, 제650조 및 전조의 규정은 일시사용하기 위한 임대차 또는 전대차인 것이 명백한 경우에는 적용하지 아니한다.",주택임대차,민법,일반법,제653조,일시사용을 위한 임대차의 특례,10,2026-01-02,민법(법률)(제20432호)(20260101)-간략.docx,2026-01-14T16:07:29.248233
0c20102c-5db9-4914-8482-1c61059ae9c7,"제610조제1항, 제615조 내지 제617조의 규정은 임대차에 이를 준용한다. 제5장 불법행위",주택임대차,민법,일반법,제654조,준용규정,10,2026-01-02,민법(법률)(제20432호)(20260101)-간략.docx,2026-01-14T16:07:29.249244
2e4bc0e4-a72e-4444-ab47-4e38aa1ff5e3,"고의 또는 과실로 인한 위법행위로 타인에게 손해를 가한 자는 그 손해를 배상할 책임이 있다. 부칙 <제20432호,2024. 9. 20.>",주택임대차,민법,일반법,제750조,불법행위의 내용,10,2026-01-02,민법(법률)(제20432호)(20260101)-간략.docx,2026-01-14T16:07:29.250241
6203522c-a45f-4b3a-bf11-9bb31b31f158,"이 법은 2025년 1월 31일부터 시행한다. 다만, 제1004조의2의 개정규정 및 부칙 제4조는 2026년 1월 1일부터 시행한다.",주택임대차,민법,일반법,제1조,시행일,10,2026-01-02,민법(법률)(제20432호)(20260101)-간략.docx,2026-01-14T16:07:29.252247
8800336c-d2fb-4efb-bce8-f47608d9701a,제1004조의2의 개정규정은 2024년 4월 25일 이후 상속이 개시되는 경우로서 같은 개정규정 시행 전에 같은 조 제1항 또는 제3항 각 호에 해당하는 행위가 있었던 경우에 대해서도 적용한다.,주택임대차,민법,일반법,제2조,상속권 상실 선고에 관한 적용례,10,2026-01-02,민법(법률)(제20432호)(20260101)-간략.docx,2026-01-14T16:07:29.255244
1babb7c0-0930-406c-9962-925b29866200,2024년 4월 25일 이후 제1004조의2의 개정규정의 시행일인 2026년 1월 1일 전에 상속이 개시된 경우로서 제1004조의2제3항 각 호의 사유가 있는 사람이 상속인이 되었음을 같은 개정규정 시행 전에 안 공동상속인은 같은 조 제3항 각 호 외의 부분에도 불구하고 같은 개정규정 시행일부터 6개월 이내에 상속권 상실 청구를 할 수 있다. 같은 조 제4항에 따라 상속인이 될 사람 또한 같다.,주택임대차,민법,일반법,제3조,상속권 상실 선고에 관한 특례,10,2026-01-02,민법(법률)(제20432호)(20260101)-간략.docx,2026-01-14T16:07:29.256241
6583552b-25ed-4e56-af89-d130b5cfe1d6,가사소송법 일부를 다음과 같이 개정한다.,주택임대차,민법,일반법,제4조,다른 법률의 개정,10,2026-01-02,민법(법률)(제20432호)(20260101)-간략.docx,2026-01-14T16:07:29.256241
db806dcc-30d5-4cdd-ada9-51d3f589567b,제1항제1호나목에 15)를 다음과 같이 신설한다. 15) 상속권 상실 선고,주택임대차,민법,일반법,제2조,,10,2026-01-02,민법(법률)(제20432호)(20260101)-간략.docx,2026-01-14T16:07:29.256241
94657cbb-da93-4af4-99a4-4d116f0641f0,제1항제2호가목에 29)를 다음과 같이 신설한다. 29) 「민법」 제1004조의2제7항에 따른 상속재산의 보존 및 관리를 위한 처분,주택임대차,민법,일반법,제2조,,10,2026-01-02,민법(법률)(제20432호)(20260101)-간략.docx,2026-01-14T16:07:29.257244
296f0826-d722-4913-a8b3-db1dfe9a8bb5,이 규칙은 「주택임대차보호법」 제3조의6에 따른 주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 사항을 규정함을 목적으로 한다. [전문개정 2013. 12. 31.],주택임대차,확정일자 규칙,시행규칙,제1조,목적,3,2026-01-02,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,2026-01-14T16:07:29.273200
2fb7ea6d-cff4-4532-9da7-48a2fcf88f9d,"이 규칙에서 사용하는 용어의 뜻은 다음과 같다. 1. “전자계약증서”란 「주택임대차보호법」(이하 “법”이라 한다) 제3조의2제2항에 따른 임대차계약증서로서 정보처리시스템에 의하여 전자적 형태로 작성, 송신ㆍ수신된 것을 말한다. 2. “정보처리시스템”이란 전자적으로 이루어지는 부동산 거래 및 관련 신고절차 이행을 위하여 국토교통부가 운영하는 정보처리능력을 가진 전자적 장치 또는 체계를 말한다. [본조신설 2016. 5. 23.]",주택임대차,확정일자 규칙,시행규칙,제1조의2,정의,3,2026-01-02,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,2026-01-14T16:07:29.283774
248fc95b-3536-414e-9d16-395ddda21aea,"① 법 제3조의2제2항에 따른 주택임대차계약증서(이하 “계약증서”라 한다)의 소지인은 「주택임대차보호법 시행령」(이하 “영”이라 한다) 제4조제1항에 따른 확정일자부여기관(이하 “확정일자부여기관”이라 한다)에 대하여 확정일자 부여를 신청할 수 있다. <개정 2016. 5. 23.> ② 계약증서에 확정일자를 부여받으려는 자는 확정일자부여기관에 출석하여 계약증서 원본과 주민등록증, 운전면허증, 여권 또는 외국인등록증 등 본인을 확인할 수 있는 신분증을 제시하여야 한다. [전문개정 2013. 12. 31.]",주택임대차,확정일자 규칙,시행규칙,제2조,확정일자 부여 신청 방법,3,2026-01-02,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,2026-01-14T16:07:29.288214
452333e6-6f95-4f54-b3d3-4e61ca4f0ff5,"① 제2조에도 불구하고 정보처리시스템을 이용하여 주택임대차계약을 체결한 경우 해당 주택의 임차인은 정보처리시스템을 통하여 전자계약증서에 확정일자 부여를 신청할 수 있다. ② 제1항의 확정일자 부여 신청은 확정일자부여기관 중 주택 소재지의 읍ㆍ면사무소, 동 주민센터 또는 시(특별시ㆍ광역시ㆍ특별자치시는 제외하고, 특별자치도는 포함한다)ㆍ군ㆍ구(자치구를 말한다)의 출장소(이하 “주민센터등”이라 한다)에 대하여 한다. [본조신설 2016. 5. 23.]",주택임대차,확정일자 규칙,시행규칙,제2조의2,전자계약증서의 확정일자 부여 신청 방법,3,2026-01-02,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,2026-01-14T16:07:29.291809
01578734-a04b-4d89-8d3b-f8067eb4002b,"확정일자부여기관은 계약증서에 확정일자를 부여하기 전에 다음 각 호의 사항을 확인하여야 한다. <개정 2016. 5. 23.> 1. 임대인ㆍ임차인의 인적사항, 임대차목적물, 임대차기간, 차임ㆍ보증금 등이 적혀 있는 완성된 문서일 것 2. 계약당사자(대리인에 의하여 계약이 체결된 경우에는 그 대리인을 말한다. 이하 같다)의 서명 또는 기명날인이 있을 것 3. 글자가 연결되어야 할 부분에 빈 공간이 있는 경우에는 계약당사자가 빈 공간에 직선 또는 사선을 그어 그 부분에 다른 글자가 없음이 표시되어 있을 것 4. 정정한 부분이 있는 경우에는 그 난의 밖이나 끝부분 여백에 정정한 글자 수가 기재되어 있고, 그 부분에 계약당사자의 서명이나 날인이 되어있을 것 5. 계약증서(전자계약증서는 제외한다)가 두 장 이상인 경우에는 간인(間印)이 있을 것 6. 확정일자가 부여되어 있지 아니할 것. 다만, 이미 확정일자를 부여받은 계약증서에 새로운 내용을 추가 기재하여 재계약을 한 경우에는 그러하지 아니하다. [전문개정 2013. 12. 31.]",주택임대차,확정일자 규칙,시행규칙,제3조,확정일자 부여 시 확인사항,3,2026-01-02,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,2026-01-14T16:07:29.301890
47092fef-2d06-4220-8afb-ce52bccb3a20,"① 확정일자는 계약증서의 여백(여백이 없는 경우에는 그 뒷면을 말한다)에 별지 제1호서식의 확정일자인을 찍고, 인영(印影) 안에 날짜와 제5조제1항에 따른 확정일자부의 확정일자번호를 아라비아숫자로 적는 방법으로 부여한다. ② 계약증서가 두 장 이상인 경우에는 간인해야 한다. 다만, 간인은 구멍 뚫기 방식으로 갈음할 수 있다.<개정 2022. 2. 7.> ③ 계약증서와 확정일자부 사이는 계인(契印)을 한다. 다만, 확정일자부여기관(공증인은 제외한다)이 제5조제5항에 따른 전산정보처리조직을 이용하여 확정일자부를 작성하는 경우에는 전산입력한 확정일자부의 기재내용을 출력하여 신청인에게 입력사항에 오류가 있는지의 여부를 확인하게 하여야 한다.<개정 2016. 5. 23.> [전문개정 2013. 12. 31.] [제목개정 2016. 5. 23.]",주택임대차,확정일자 규칙,시행규칙,제4조,계약증서의 확정일자 부여 방법,3,2026-01-02,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,2026-01-14T16:07:29.308198
45b9b5ee-4f9b-496d-ac3f-c95446094b1f,① 제4조에도 불구하고 전자계약증서상의 확정일자는 전자계약증서에 별지 제1호의2서식의 전자확정일자인을 입력한 후 인영(印影) 안에 날짜와 제5조제1항에 따른 확정일자부의 확정일자번호를 아라비아 숫자로 입력하는 방법으로 부여한다. ② 전자계약증서에 확정일자가 부여된 경우 정보처리시스템 운영자는 임차인과 임대인에게 문자메시지 등의 방법으로 이를 통보하여야 한다. [본조신설 2016. 5. 23.],주택임대차,확정일자 규칙,시행규칙,제4조의2,전자계약증서의 확정일자 부여 방법,3,2026-01-02,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,2026-01-14T16:07:29.311159
9eb9aef9-a494-4ab4-9f77-3b1c25edf5d2,"① 주민센터등은 전산장애 등 특별한 사정이 없는 한 전자확정일자 부여의 신청이 접수된 당일에 확정일자를 부여하여야 한다. 다만, 평일 16시 이후 또는 토요일이나 공휴일에 신청이 접수된 경우에는 다음 근무일에 부여할 수 있다. ② 제1항 단서의 경우 정보처리시스템 운영자는 신청인에게 확정일자가 당일 부여되지 않을 수 있음을 정보처리시스템 내에서 안내하여야 한다. [본조신설 2016. 5. 23.]",주택임대차,확정일자 규칙,시행규칙,제4조의3,전자계약증서의 확정일자 부여에 관한 특례,3,2026-01-02,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,2026-01-14T16:07:29.315226
f0cb3b4c-e478-4df3-b1b0-9339dfe0c81f,"① 법 제3조의6제2항에 따른 확정일자부의 확정일자번호는 신청 순으로 부여하여야 한다. ② 확정일자부는 1년을 단위로 매년 만들고, 사용기간이 지난 확정일자부는 마지막으로 적힌 확정일자번호의 다음 줄에 폐쇄의 뜻을 표시한 후 폐쇄하여야 한다. ③ 제2항에 따라 폐쇄한 확정일자부는 20년간 보존하여야 한다. ④ 확정일자부를 작성하는 경우 확정일자부의 전국적인 통일을 위하여 별지 제2호서식을 표준서식으로 사용할 수 있다. 다만, 공증인이 작성하는 확정일자부는 「확정일자부 및 일자인 조제에 관한 규정」에 따른다. ⑤ 확정일자부여기관(공증인은 제외한다)이 법 제3조의6제2항 후단에 따라 확정일자부 작성 시 이용할 수 있는 전산처리정보조직은 부동산 거래의 계약ㆍ신고ㆍ허가ㆍ관리 등의 업무와 관련하여 국토교통부장관이 구축ㆍ운영하는 정보체계를 말한다.<개정 2016. 5. 23.> [전문개정 2013. 12. 31.]",주택임대차,확정일자 규칙,시행규칙,제5조,확정일자부의 작성방법 등,3,2026-01-02,주택임대차계약증서상의 확정일자 부여 및 임대차 정보제공에 관한 규칙(법무부령)(제01022호)(20220207).docx,2026-01-14T16:07:29.323227
