article,category,chunk_id,priority,source,src_title,text
「4조」,"['계약갱신', '차임보증금']",chunk_10,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제4조(임대차기간 등) ① 기간을 정하지 아니하거나 2년 미만으로 정한 임대차는 그 기간을 2년으로 본다. 다만, 임차인은 2년 미만으로 정한 기간이 유효함을 주장할 수 있다.

② 임대차기간이 끝난 경우에도 임차인이 보증금을 반환받을 때까지는 임대차관계가 존속되는 것으로 본다.

[전문개정 2008. 3. 21.]"
「5조」,['기타'],chunk_11,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),제5조 삭제 <1989. 12. 30.>
「6조」,"['계약갱신', '차임보증금']",chunk_12,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제6조(계약의 갱신) ① 임대인이 임대차기간이 끝나기 6개월 전부터 2개월 전까지의 기간에 임차인에게 갱신거절(更新拒絶)의 통지를 하지 아니하거나 계약조건을 변경하지 아니하면 갱신하지 아니한다는 뜻의 통지를 하지 아니한 경우에는 그 기간이 끝난 때에 전 임대차와 동일한 조건으로 다시 임대차한 것으로 본다. 임차인이 임대차기간이 끝나기 2개월 전까지 통지하지 아니한 경우에도 또한 같다. <개정 2020. 6. 9.>

② 제1항의 경우 임대차의 존속기간은 2년으로 본다.<개정 2009. 5. 8.>

③ 2기(期)의 차임액(借賃額)에 달하도록 연체하거나 그 밖에 임차인으로서의 의무를 현저히 위반한 임차인에 대하여는 제1항을 적용하지 아니한다.

[전문개정 2008. 3. 21.]"
「6조」,['계약갱신'],chunk_13,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제6조의2(묵시적 갱신의 경우 계약의 해지) ① 제6조제1항에 따라 계약이 갱신된 경우 같은 조 제2항에도 불구하고 임차인은 언제든지 임대인에게 계약해지(契約解止)를 통지할 수 있다. <개정 2009. 5. 8.>

② 제1항에 따른 해지는 임대인이 그 통지를 받은 날부터 3개월이 지나면 그 효력이 발생한다.

[전문개정 2008. 3. 21.]"
"「6조, 7조」","['계약갱신', '차임보증금', '주택유형', '독소조항', '대항력', '전대양도']",chunk_14,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제6조의3(계약갱신 요구 등) ① 제6조에도 불구하고 임대인은 임차인이 제6조제1항 전단의 기간 이내에 계약갱신을 요구할 경우 정당한 사유 없이 거절하지 못한다. 다만, 다음 각 호의 어느 하나에 해당하는 경우에는 그러하지 아니하다.

1. 임차인이 2기의 차임액에 해당하는 금액에 이르도록 차임을 연체한 사실이 있는 경우

2. 임차인이 거짓이나 그 밖의 부정한 방법으로 임차한 경우

3. 서로 합의하여 임대인이 임차인에게 상당한 보상을 제공한 경우

4. 임차인이 임대인의 동의 없이 목적 주택의 전부 또는 일부를 전대(轉貸)한 경우

5. 임차인이 임차한 주택의 전부 또는 일부를 고의나 중대한 과실로 파손한 경우

6. 임차한 주택의 전부 또는 일부가 멸실되어 임대차의 목적을 달성하지 못할 경우

7. 임대인이 다음 각 목의 어느 하나에 해당하는 사유로 목적 주택의 전부 또는 대부분을 철거하거나 재건축하기 위하여 목적 주택의 점유를 회복할 필요가 있는 경우

가. 임대차계약 체결 당시 공사시기 및 소요기간 등을 포함한 철거 또는 재건축 계획을 임차인에게 구체적으로 고지하고 그 계획에 따르는 경우

나. 건물이 노후ㆍ훼손 또는 일부 멸실되는 등 안전사고의 우려가 있는 경우

다. 다른 법령에 따라 철거 또는 재건축이 이루어지는 경우

8. 임대인(임대인의 직계존속ㆍ직계비속을 포함한다)이 목적 주택에 실제 거주하려는 경우

9. 그 밖에 임차인이 임차인으로서의 의무를 현저히 위반하거나 임대차를 계속하기 어려운 중대한 사유가 있는 경우

② 임차인은 제1항에 따른 계약갱신요구권을 1회에 한하여 행사할 수 있다. 이 경우 갱신되는 임대차의 존속기간은 2년으로 본다.

③ 갱신되는 임대차는 전 임대차와 동일한 조건으로 다시 계약된 것으로 본다. 다만, 차임과 보증금은 제7조의 범위에서 증감할 수 있다.

④ 제1항에 따라 갱신되는 임대차의 해지에 관하여는 제6조의2를 준용한다.

⑤ 임대인이 제1항제8호의 사유로 갱신을 거절하였음에도 불구하고 갱신요구가 거절되지 아니하였더라면 갱신되었을 기간이 만료되기 전에 정당한 사유 없이 제3자에게 목적 주택을 임대한 경우 임대인은 갱신거절로 인하여 임차인이 입은 손해를 배상하여야 한다.

⑥ 제5항에 따른 손해배상액은 거절 당시 당사자 간에 손해배상액의 예정에 관한 합의가 이루어지지 않는 한 다음 각 호의 금액 중 큰 금액으로 한다.

1. 갱신거절 당시 월차임(차임 외에 보증금이 있는 경우에는 그 보증금을 제7조의2 각 호 중 낮은 비율에 따라 월 단위의 차임으로 전환한 금액을 포함한다. 이하 “환산월차임”이라 한다)의 3개월분에 해당하는 금액

2. 임대인이 제3자에게 임대하여 얻은 환산월차임과 갱신거절 당시 환산월차임 간 차액의 2년분에 해당하는 금액

3. 제1항제8호의 사유로 인한 갱신거절로 인하여 임차인이 입은 손해액

[본조신설 2020. 7. 31.]"
「7조」,"['차임보증금', '주택유형', '독소조항']",chunk_15,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제7조(차임 등의 증감청구권) ① 당사자는 약정한 차임이나 보증금이 임차주택에 관한 조세, 공과금, 그 밖의 부담의 증감이나 경제사정의 변동으로 인하여 적절하지 아니하게 된 때에는 장래에 대하여 그 증감을 청구할 수 있다. 이 경우 증액청구는 임대차계약 또는 약정한 차임이나 보증금의 증액이 있은 후 1년 이내에는 하지 못한다. <개정 2020. 7. 31.>

② 제1항에 따른 증액청구는 약정한 차임이나 보증금의 20분의 1의 금액을 초과하지 못한다. 다만, 특별시ㆍ광역시ㆍ특별자치시ㆍ도 및 특별자치도는 관할 구역 내의 지역별 임대차 시장 여건 등을 고려하여 본문의 범위에서 증액청구의 상한을 조례로 달리 정할 수 있다.<신설 2020. 7. 31.>

[전문개정 2008. 3. 21.]"
「7조」,"['차임보증금', '독소조항']",chunk_16,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제7조의2(월차임 전환 시 산정률의 제한) 보증금의 전부 또는 일부를 월 단위의 차임으로 전환하는 경우에는 그 전환되는 금액에 다음 각 호 중 낮은 비율을 곱한 월차임(月借賃)의 범위를 초과할 수 없다. <개정 2010. 5. 17., 2013. 8. 13., 2016. 5. 29.>

1. 「은행법」에 따른 은행에서 적용하는 대출금리와 해당 지역의 경제 여건 등을 고려하여 대통령령으로 정하는 비율

2. 한국은행에서 공시한 기준금리에 대통령령으로 정하는 이율을 더한 비율

[전문개정 2008. 3. 21.]"
"「3조, 8조」","['차임보증금', '우선변제권', '소액임차인', '주택유형', '강제집행']",chunk_17,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제8조(보증금 중 일정액의 보호) ① 임차인은 보증금 중 일정액을 다른 담보물권자(擔保物權者)보다 우선하여 변제받을 권리가 있다. 이 경우 임차인은 주택에 대한 경매신청의 등기 전에 제3조제1항의 요건을 갖추어야 한다.

② 제1항의 경우에는 제3조의2제4항부터 제6항까지의 규정을 준용한다.

③ 제1항에 따라 우선변제를 받을 임차인 및 보증금 중 일정액의 범위와 기준은 제8조의2에 따른 주택임대차위원회의 심의를 거쳐 대통령령으로 정한다. 다만, 보증금 중 일정액의 범위와 기준은 주택가액(대지의 가액을 포함한다)의 2분의 1을 넘지 못한다.<개정 2009. 5. 8.>

[전문개정 2008. 3. 21.]"
「8조」,"['주택유형', '우선변제권', '차임보증금', '중개업무']",chunk_18,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제8조의2(주택임대차위원회) ① 제8조에 따라 우선변제를 받을 임차인 및 보증금 중 일정액의 범위와 기준을 심의하기 위하여 법무부에 주택임대차위원회(이하 “위원회”라 한다)를 둔다.

② 위원회는 위원장 1명을 포함한 9명 이상 15명 이하의 위원으로 성별을 고려하여 구성한다.<개정 2020. 7. 31.>

③ 위원회의 위원장은 법무부차관이 된다.

④ 위원회의 위원은 다음 각 호의 어느 하나에 해당하는 사람 중에서 위원장이 임명하거나 위촉하되, 제1호부터 제5호까지에 해당하는 위원을 각각 1명 이상 임명하거나 위촉하여야 하고, 위원 중 2분의 1 이상은 제1호ㆍ제2호 또는 제6호에 해당하는 사람을 위촉하여야 한다.<개정 2013. 3. 23., 2020. 7. 31., 2025. 10. 1.>

1. 법학ㆍ경제학 또는 부동산학 등을 전공하고 주택임대차 관련 전문지식을 갖춘 사람으로서 공인된 연구기관에서 조교수 이상 또는 이에 상당하는 직에 5년 이상 재직한 사람

2. 변호사ㆍ감정평가사ㆍ공인회계사ㆍ세무사 또는 공인중개사로서 5년 이상 해당 분야에서 종사하고 주택임대차 관련 업무경험이 풍부한 사람

3. 재정경제부에서 물가 관련 업무를 담당하는 고위공무원단에 속하는 공무원

4. 법무부에서 주택임대차 관련 업무를 담당하는 고위공무원단에 속하는 공무원(이에 상당하는 특정직 공무원을 포함한다)

5. 국토교통부에서 주택사업 또는 주거복지 관련 업무를 담당하는 고위공무원단에 속하는 공무원

6. 그 밖에 주택임대차 관련 학식과 경험이 풍부한 사람으로서 대통령령으로 정하는 사람

⑤ 그 밖에 위원회의 구성 및 운영 등에 필요한 사항은 대통령령으로 정한다.

[본조신설 2009. 5. 8.]"
「9조」,"['주택유형', '임차권등기']",chunk_19,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제9조(주택 임차권의 승계) ① 임차인이 상속인 없이 사망한 경우에는 그 주택에서 가정공동생활을 하던 사실상의 혼인 관계에 있는 자가 임차인의 권리와 의무를 승계한다.

② 임차인이 사망한 때에 사망 당시 상속인이 그 주택에서 가정공동생활을 하고 있지 아니한 경우에는 그 주택에서 가정공동생활을 하던 사실상의 혼인 관계에 있는 자와 2촌 이내의 친족이 공동으로 임차인의 권리와 의무를 승계한다.

③ 제1항과 제2항의 경우에 임차인이 사망한 후 1개월 이내에 임대인에게 제1항과 제2항에 따른 승계 대상자가 반대의사를 표시한 경우에는 그러하지 아니하다.

④ 제1항과 제2항의 경우에 임대차 관계에서 생긴 채권ㆍ채무는 임차인의 권리의무를 승계한 자에게 귀속된다.

[전문개정 2008. 3. 21.]"
「10조」,['기타'],chunk_20,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제10조(강행규정) 이 법에 위반된 약정(約定)으로서 임차인에게 불리한 것은 그 효력이 없다.

[전문개정 2008. 3. 21.]"
"「7조, 10조」",['차임보증금'],chunk_21,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제10조의2(초과 차임 등의 반환청구) 임차인이 제7조에 따른 증액비율을 초과하여 차임 또는 보증금을 지급하거나 제7조의2에 따른 월차임 산정률을 초과하여 차임을 지급한 경우에는 초과 지급된 차임 또는 보증금 상당금액의 반환을 청구할 수 있다.

[본조신설 2013. 8. 13.]"
「11조」,['차임보증금'],chunk_22,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제11조(일시사용을 위한 임대차) 이 법은 일시사용하기 위한 임대차임이 명백한 경우에는 적용하지 아니한다.

[전문개정 2008. 3. 21.]"
「12조」,"['차임보증금', '주택유형']",chunk_23,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제12조(미등기 전세에의 준용) 주택의 등기를 하지 아니한 전세계약에 관하여는 이 법을 준용한다. 이 경우 “전세금”은 “임대차의 보증금”으로 본다.

[전문개정 2008. 3. 21.]"
"「6조, 7조, 10조, 11조, 13조」","['차임보증금', '우선변제권']",chunk_24,1,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/law,주택임대차보호법_법률(제21065호)(20260102),"제13조(「소액사건심판법」의 준용) 임차인이 임대인에 대하여 제기하는 보증금반환청구소송에 관하여는 「소액사건심판법」 제6조, 제7조, 제10조 및 제11조의2를 준용한다.

[전문개정 2008. 3. 21.]"
