article,category,chunk_id,priority,source,src_title,text
"「5조, 6조, 8조」","['담보권리', '신탁대리', '우선변제권', '임차권등기', '강제집행']",chunk_10,3,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/rule,주택임대차보호법_시행규칙(제1022호)(20220207),"제6조(등기기록에 기록된 이해관계인의 범위) 영 제5조제3호에서 “법무부령으로 정하는 자”란 환매권자, 지상권자, 전세권자, 질권자, 저당권자ㆍ근저당권자, 임차권자, 신탁등기의 수탁자, 가등기권리자, 압류채권자 및 경매개시결정의 채권자를 말한다. <개정 2016. 5. 23.>

[본조신설 2013. 12. 31.]

[종전 제6조는 제8조로 이동 <2013. 12. 31.>]"
"「5조, 7조」","['우선변제권', '임대인의무', '주택유형', '전대양도', '담보권리']",chunk_11,3,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/rule,주택임대차보호법_시행규칙(제1022호)(20220207),"제7조(임대차 정보제공 요청방법) ① 주택의 임대차에 이해관계가 있는 자가 임대차 정보제공을 요청하는 경우에는 별지 제3호서식의 임대차 정보제공 요청서에 다음 각 호의 서류를 첨부하여 제출하여야 한다. <개정 2016. 5. 23., 2020. 9. 29.>

1. 영 제5조제1호의 경우 계약증서 등 해당 주택의 계약당사자임을 증명하는 서류

2. 영 제5조제2호의 경우 해당 주택의 등기사항증명서 등 소유자임을 증명하는 서류

3. 영 제5조제3호의 경우 해당 주택 또는 그 대지의 등기사항증명서 등 권리자임을 증명하는 서류

4. 영 제5조제4호의 경우 채권양도증서 등 우선변제권을 승계하였음을 증명하는 서류

5. 영 제5조제5호의 경우 계약증서 등 해당 주택의 임차인이었던 자임을 증명하는 서류

② 임대차계약을 체결하려는 자가 임대차 정보제공을 요청하는 경우에는 다음 각 호의 서류를 제출하여야 한다.

1. 별지 제3호서식의 임대차 정보제공 요청서

2. 임대인의 동의서

3. 인감증명서, 본인서명사실확인서 또는 신분증명서 사본 등 임대인의 동의를 받았음을 증명할 수 있는 서류

[본조신설 2013. 12. 31.]"
"「2조, 4조, 5조, 6조, 7조, 8조」","['우선변제권', '소액임차인', '주택유형']",chunk_12,3,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/rule,주택임대차보호법_시행규칙(제1022호)(20220207),"제8조(수수료) ① 영 제7조제1항에 따른 수수료의 금액은 다음과 같다. 다만, 수수료를 계산할 때 100원 미만 금액은 계산하지 아니하고, 열람과 동시에 출력서면을 제공하는 경우에는 열람에 관한 정보제공 수수료를 별도로 계산하지 아니한다. <개정 2013. 12. 31.>

1. 확정일자 부여 수수료: 1건마다 600원(계약증서가 4장을 초과할 경우 초과 4장마다 100원 추가)

2. 정보제공 수수료: 1건마다 600원(출력물이 10장을 초과할 경우 초과 1장마다 50원 추가)

② 제1항에도 불구하고 공증인에 대한 수수료는 「공증인 수수료 규칙」에 따른다.<신설 2013. 12. 31.>

③ 영 제7조제2항에서 “「국민기초생활 보장법」에 따른 수급자 등 법무부령으로 정하는 사람”이란 다음 각 호의 어느 하나에 해당하는 사람을 말한다.<개정 2013. 12. 31., 2016. 5. 23., 2018. 10. 26.>

1. 「국민기초생활 보장법」 제2조제2호에 따른 수급자

2. 「독립유공자예우에 관한 법률」 제6조에 따라 등록된 독립유공자 또는 그 유족(선순위자만 해당된다)

3. 「국가유공자 등 예우 및 지원에 관한 법률」 제6조에 따라 등록된 국가유공자 또는 그 유족(선순위자만 해당된다)

4. 「고엽제후유의증 환자지원 등에 관한 법률」 제4조에 따라 등록된 고엽제후유증환자, 고엽제후유의증환자 또는 고엽제후유증 2세환자

5. 「참전유공자예우 및 단체설립에 관한 법률」 제5조에 따라 등록된 참전유공자

6. 「5ㆍ18민주유공자예우에 관한 법률」 제7조에 따라 등록 결정된 5ㆍ18민주유공자 또는 그 유족(선순위자만 해당된다)

7. 「특수임무수행자 지원 및 단체설립에 관한 법률」 제6조에 따라 등록된 특수임무수행자 또는 그 유족(선순위자만 해당된다)

8. 「의사상자 등 예우 및 지원에 관한 법률」 제5조에 따라 인정된 의상자 또는 의사자유족(선순위자만 해당된다)

9. 「한부모가족지원법」 제5조에 따른 보호대상자

10. 삭제<2018. 10. 26.>

11. 정보처리시스템을 이용하여 주택임대차계약을 체결하고 전자계약증서에 확정일자 부여를 신청한 사람

[제6조에서 이동 <2013. 12. 31.>]







부칙 <제1022호,2022. 2. 7.>(어려운 법령용어 정비를 위한 32개 법령의 일부개정에 관한 법무부령)

이 규칙은 공포한 날부터 시행한다.



법제처



 

국가법령정보센터"
,"['우선변제권', '주택유형']",chunk_00,3,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/rule,확정일자_대법원규칙(제2986호)(20210610),"주택임대차계약증서의 확정일자 부여 및 정보제공에 관한 규칙

주택임대차계약증서의 확정일자 부여 및 정보제공에 관한 규칙

[시행 2021. 6. 10.] [대법원규칙 제2986호, 2021. 5. 27., 타법개정]

법원행정처(부동산등기과) 02-3480-1394"
"「1조, 3조」","['우선변제권', '임차권등기', '주택유형']",chunk_01,3,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/rule,확정일자_대법원규칙(제2986호)(20210610),제1조(목적) 이 규칙은 지방법원 및 그 지원과 등기소가「주택임대차 보호법」(이하 “법”이라 한다)이 정하고 있는 확정일자 부여 등의 업무를 처리함에 있어 법 제3조의6제6항에서 위임한 사항과 그 시행에 필요한 세부적인 사항을 규정함을 목적으로 한다.
"「2조, 3조」","['우선변제권', '주택유형']",chunk_02,3,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/rule,확정일자_대법원규칙(제2986호)(20210610),"제2조(용어의 정의) 이 규칙에서 사용하는 용어의 뜻은 다음과 같다.

1. “전자화문서”란 종이문서와 그 밖에 전자적 형태로 작성되지 아니한 문서를 정보시스템이 처리할 수 있는 형태로 변환한 주택임대차계약증서를 말한다.

2. “전자확정일자”란 대법원 인터넷등기소(이하 “인터넷등기소”라 한다)를 이용하여 전자화문서에 주택임대차보호법 제3조의6에 따라 부여한 확정일자를 말한다."
"「2조, 3조」","['우선변제권', '임차권등기', '주택유형']",chunk_03,3,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/rule,확정일자_대법원규칙(제2986호)(20210610),"제3조(확정일자부여기관 등) ① 지방법원 및 그 지원과 등기소(이하 “확정일자부여기관”이라 한다)는 법 제3조의6에 따른 주택임대차계약증서상의 확정일자 부여 및 그 정보제공의 업무를 처리한다.

② 확정일자부여기관은 제1항의 업무를 수행하기 위하여「개인정보 보호법」제2조제1호의 개인정보를 처리할 수 있다."
「4조」,"['우선변제권', '임대인의무', '주택유형']",chunk_04,3,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/rule,확정일자_대법원규칙(제2986호)(20210610),"제4조(전산정보처리조직에 의한 지원) 법원행정처 등기정보중앙관리소는 전산정보처리조직에 의하여 주택임대차계약증서 및 전자화문서의 확정일자 보관ㆍ관리, 확정일자 정보의 효율적인 활용, 그 밖에 확정일자 사무와 관련된 업무처리를 지원한다."
"「5조, 11조」","['우선변제권', '임차권등기', '독소조항']",chunk_05,3,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/rule,확정일자_대법원규칙(제2986호)(20210610),"제5조(담당공무원) ① 확정일자의 부여 및 그 정보제공에 관한 업무는「부동산등기법」제11조제1항에 따라 지정된 등기관이 담당하되, 등기관이 없는 지방법원이나 지원의 경우에는 지방법원장 또는 지원장이 지정하는 법원주사보 이상의 법원공무원이 담당한다. 다만, 전자확정일자의 부여 업무는 대법원예규로 정하는 등기소의 등기관이 담당한다.

② 확정일자 부여의 신청이 대법원예규로 정하는 요건을 갖추지 못한 경우 담당공무원은 이유를 고지하고 즉시 반려하여야 한다."
"「2조, 6조, 9조, 68조」","['우선변제권', '중개업무', '주택유형']",chunk_06,3,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/rule,확정일자_대법원규칙(제2986호)(20210610),"제6조(확정일자 부여의 신청인 등) ① 주택임대차계약증서를 소지한 자는 확정일자부여기관을 방문하여 확정일자 부여를 신청할 수 있다.

② 다음 각 호의 자는 인터넷등기소에서 전자확정일자 부여를 신청할 수 있다.<개정 2016. 6. 27.>

1. 해당 주택의 임대인ㆍ임차인

2. 변호사 또는 법무사[법무법인, 법무법인(유한), 법무조합, 법무사법인, 법무사법인(유한)을 포함한다. 이하 “자격자대리인”이라 한다]

3. 해당 주택의 주택임대차계약증서를 작성한 개업공인중개사

③ 제2항제2호의 자격자대리인은「부동산등기규칙」제68조에 따른 사용자(이용)등록정보의 등록을 마쳐야 하고, 제2항제3호의 개업공인중개사는「공인중개사법」제9조에 따른 중개사무소 개설등록정보를 제공하여야 한다.

④ 제2항의 신청인은 다음 각 호의 정보를 제공하여야 한다.<개정 2020. 11. 26., 2021. 5. 27.>

1. 개인: 「전자서명법」 제2조제6호에 따른 인증서(서명자의 실지명의를 확인할 수 있는 것으로서 법원행정처장이 지정ㆍ공고하는 인증서를 말한다)

2. 법인 : 「상업등기법」의 전자증명서

⑤ 제4항제1호의 공고는 인터넷등기소에 하여야 한다.<신설 2021. 5. 27.>"
「7조」,"['우선변제권', '주택유형']",chunk_07,3,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/rule,확정일자_대법원규칙(제2986호)(20210610),"제7조(확정일자 부여방법 등) ① 확정일자는 주택임대차계약증서 또는 전자화문서에 확정일자부여일, 확정일자번호, 확정일자부여기관을 표시하는 방법으로 부여한다.

② 담당공무원은 확정일자가 부여된 주택임대차계약증서를 전자적 이미지 정보로 변환한 문서나 전자화문서를 전산정보처리조직에 저장하여야 한다."
「8조」,['우선변제권'],chunk_08,3,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/rule,확정일자_대법원규칙(제2986호)(20210610),"제8조(전자확정일자 부여에 관한 특례) ① 전자확정일자 부여의 신청이 평일 근무시간 내에 접수된 경우에는 특별한 사정이 없는 한 당일 확정일자를 부여하여야 한다. 다만, 평일 16시 이후에 확정일자 부여의 신청이 접수된 경우에는 다음 근무일에 이를 부여할 수 있다.

② 확정일자부여기관은 평일 16시 이후에 전자확정일자 부여의 신청이 있는 경우 신청인에게 대법원예규로 정하는 방법에 따라 확정일자가 당일 부여되지 않을 수 있음을 고지하여야 한다.

③ 전자확정일자 부여의 신청이 평일 18시 이후에 접수되거나, 토요일 또는 공휴일에 접수된 경우에는 다음 근무일에 확정일자를 부여한다."
「9조」,"['우선변제권', '차임보증금', '임대인의무', '대항력', '독소조항', '계약갱신', '주택유형']",chunk_09,3,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/rule,확정일자_대법원규칙(제2986호)(20210610),"제9조(확정일자부의 작성) ① 확정일자부여기관은 전산정보처리조직을 이용하여 다음 각 호의 확정일자정보를 기록한 확정일자부(이하 “전자확정일자부”라 한다)를 작성하여야 한다.

1. 확정일자번호

2. 확정일자 부여일

3. 임대인ㆍ임차인의 인적 정보

가. 자연인인 경우

성명, 주민등록번호(외국인인 경우 외국인등록번호), 주소

나. 법인ㆍ법인 아닌 단체인 경우

법인명ㆍ단체명, 법인등록번호ㆍ부동산등기용등록번호, 본점 소재지ㆍ주사무소 소재지

4. 주택의 소재지

5. 임대차목적물

6. 임대차기간

7. 차임ㆍ보증금

8. 신청인의 성명, 생년월일

② 제1항의 확정일자정보는 20년간 보존한다.

③ 보존기간이 만료된 제1항의 정보는 법원행정처장의 인가를 받아 보존기간이 만료되는 해의 다음 해 3월말까지 삭제한다."
"「3조, 10조」","['우선변제권', '주택유형']",chunk_10,3,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/rule,확정일자_대법원규칙(제2986호)(20210610),"제10조(이해관계 있는 자의 범위) 법 제3조의6제3항의 이해관계 있는 자(이하 “이해관계인”이라 한다)의 범위는 아래와 같다.

1. 해당 주택의 임대인ㆍ임차인

2. 해당 주택의 소유자

3. 해당 주택 또는 그 대지의 등기기록에 기록된 권리자 중 대법원예규로 정하는 자

4. 법 제3조의2제7항에 따라 우선변제권을 승계한 금융기관

5. 위 각 호에 준하는 사유가 있는 경우로서 대법원예규로 정하는 자"
「11조」,"['우선변제권', '임대인의무', '임차권등기']",chunk_11,3,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/rule,확정일자_대법원규칙(제2986호)(20210610),"제11조(확정일자 정보제공의 요청방법) ① 임대차계약을 체결하려는 자로서 임대인의 동의를 받은 자 또는 이해관계인이 확정일자부여기관에 확정일자정보의 제공을 요청하는 때에는 대법원예규로 정하는 소명자료를 제출하여야 한다.

② 이해관계인 중 대법원예규로 정하는 자는 인터넷등기소를 이용하여 확정일자정보의 제공을 요청할 수 있다.

③ 제2항에 따른 절차 및 방법 등 필요한 사항은 대법원예규로 정한다."
「12조」,"['차임보증금', '우선변제권', '계약갱신', '주택유형']",chunk_12,3,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/rule,확정일자_대법원규칙(제2986호)(20210610),"제12조(요청할 수 있는 정보의 범위 및 제공방법) ① 임대차계약의 당사자는 해당 임대차계약에 관하여 아래 각 호의 사항을 전자적인 방법으로 열람하거나 그 내용을 기록한 서면을 교부받을 수 있다.

1. 임대차목적물

2. 임대인ㆍ임차인의 인적 정보

3. 확정일자 부여일

4. 차임ㆍ보증금

5. 임대차기간

6. 전산정보처리조직에 저장한 주택임대차계약증서 또는 전자화문서

② 임대차계약의 당사자가 아닌 이해관계인은 아래 각 호의 사항을 전자적인 방법으로 열람하거나 그 내용을 기록한 서면을 교부받을 수 있다. 임대차계약을 체결하려는 자가 임대인의 동의를 얻어 요청하는 경우에도 같다.

1. 임대차목적물

2. 확정일자 부여일

3. 차임ㆍ보증금

4. 임대차기간"
"「2조, 4조, 5조, 6조, 7조, 13조」","['우선변제권', '소액임차인', '독소조항', '임대인의무', '주택유형']",chunk_13,3,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/rule,확정일자_대법원규칙(제2986호)(20210610),"제13조(수수료) ① 확정일자의 부여 및 정보제공 수수료는 아래와 같다. <개정 2017. 5. 25.>

1. 부여 수수료

1건마다 600원(주택임대차계약증서가 4장을 초과할 경우 초과 4장마다 100원)

2. 정보제공 수수료

1건마다 600원(출력물이 10장을 초과할 경우 초과 1장마다 50원) 다만, 수수료를 계산할 때 100원 단위 미만 금액은 계산하지 아니하고, 열람과 동시에 출력 서면을 제공하는 경우에는 별도의 열람 수수료를 계산하지 아니한다.

3. 인터넷등기소를 이용하여 전자확정일자 부여의 신청 또는 정보의 제공을 요청한 경우 수수료는 각 500원으로 하고, 제1호와 제2호의 초과수수료 규정은 적용하지 아니한다. 다만, 인터넷등기소를 이용하여 등기기록을 열람하면서 이와 결합하여 확정일자 정보의 제공을 요청하는 경우에는 대법원예규에서 정하는 바에 따라 정보제공 수수료를 감면할 수 있다.

② 임차인이 다음 각 호의 어느 하나에 해당하는 경우에는 제1항의 수수료를 면제한다. 다만, 인터넷등기소를 이용하여 전자확정일자  부여의 신청 또는 정보의 제공을 요청하는 경우에는 그러하지 아니하다.

1. 「국민기초생활 보장법」제2조제2호에 따른 수급자

2. 「독립유공자예우에 관한 법률」제6조에 따라 등록된 독립유공자 또는 그 유족(선순위자만 해당된다)

3. 「국가유공자 등 예우 및 지원에 관한 법률」제6조에 따라 등록된 국가유공자 또는 그 유족(선순위자만 해당된다)

4. 「고엽제후유의증 등 환자지원 및 단체설립에 관한 법률」제4조에 따라 등록된 고엽제후유증환자, 고엽제후유의증환자 또는 고엽제후유증 2세환자

5. 「참전유공자예우 및 단체설립에 관한 법률」제5조에 따라 등록된 참전유공자

6. 「5ㆍ18민주유공자예우에 관한 법률」제7조에 따라 등록 결정된 5ㆍ18민주유공자 또는 그 유족(선순위자만 해당된다)

7. 「특수임무유공자 예우 및 단체설립에 관한 법률」제6조에 따라 등록된 특수임무유공자 또는 그 유족(선순위자만 해당된다)

8. 「의사상자 등 예우 및 지원에 관한 법률」제5조에 따라 인정된 의상자 또는 의사자유족(선순위자만 해당된다)

9. 「한부모가족지원법」제5조에 따른 보호대상자

10. 그 밖에 위 각 호에 준하는 경우로서 대법원 예규로 정하는 자"
"「1조, 2조, 3조, 6조, 14조」","['우선변제권', '주택유형']",chunk_14,3,C:/Users/Admin/AI/lecNote/10_2ndProject/data/raw/rule,확정일자_대법원규칙(제2986호)(20210610),"제14조(대법원예규 위임) 확정일자 부여 등의 절차와 관련하여 필요한 사항 중 이 규칙에서 정하고 있지 아니한 사항은 대법원예규로 정할 수 있다.







부칙 <제2986호,2021. 5. 27.>(부동산등기규칙)

제1조(시행일) 이 규칙은 2021년 6월 10일부터 시행한다.

제2조 생략

제3조(다른 규칙의 개정) ①부터 ③까지 생략

④ 주택임대차계약증서의 확정일자 부여 및 정보제공에 관한 규칙 일부를 다음과 같이 개정한다.

제6조제4항제1호 중 “것을”을 “것으로서 법원행정처장이 지정ㆍ공고하는 인증서를”로 하고, 같은 조에 제5항을 신설한다.

⑤ 제4항제1호의 공고는 인터넷등기소에 하여야 한다.



법제처



 

국가법령정보센터"
